account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,number_customer_service_calls,payment_delay
69,no,no,0,111.7,86,187.5,68,194.8,128,11.6,10,2,no
79,no,no,0,147.0,72,165.7,102,243.2,107,8.4,9,1,no
66,no,no,0,207.7,85,196.7,112,261.7,83,6.8,3,1,no
89,no,no,0,197.1,110,165.9,115,227.3,106,12.8,3,1,no
140,no,no,0,93.2,109,197.6,116,219.8,94,10.5,2,1,no
45,no,no,0,126.8,83,157.8,100,158.3,97,11.0,4,3,no
33,no,yes,35,161.9,85,151.2,82,191.0,131,8.5,2,1,no
80,no,no,0,194.8,116,209.9,93,194.1,100,12.8,3,0,no
102,yes,no,0,209.8,85,165.7,100,230.1,92,8.7,6,0,no
86,no,no,0,126.3,115,168.8,112,154.6,95,9.8,7,2,no
65,no,yes,21,135.1,120,238.4,90,286.4,93,11.0,9,4,no
146,no,no,0,206.3,151,148.6,89,167.2,91,6.1,3,1,no
83,no,yes,37,133.1,117,171.4,89,218.1,92,10.9,4,3,no
130,no,no,0,143.8,76,274.8,103,194.7,105,12.3,1,0,no
119,no,no,0,81.9,75,253.8,114,213.1,125,8.9,1,2,yes
101,no,no,0,332.1,91,151.0,123,277.8,99,11.3,3,1,yes
71,no,no,0,278.9,110,190.2,67,255.2,84,11.7,7,0,yes
102,no,no,0,145.8,59,223.1,109,219.2,104,9.8,3,0,no
36,yes,yes,42,196.8,89,254.9,122,138.3,126,20.0,6,0,yes
103,no,yes,22,219.0,126,311.9,126,197.0,112,9.0,8,3,no
79,no,no,0,157.6,85,194.1,92,231.5,86,9.4,10,5,yes
130,no,no,0,140.9,68,217.5,109,123.6,96,13.6,4,3,no
126,no,no,0,167.1,138,154.4,93,244.5,148,13.7,10,3,no
59,no,no,0,182.5,104,204.7,95,229.9,100,11.3,8,4,no
69,no,no,0,227.0,122,258.7,111,169.7,87,8.9,1,2,no
16,no,no,0,209.5,89,172.8,85,94.1,102,8.8,4,1,no
123,no,yes,22,197.6,105,80.0,86,120.8,82,15.6,12,2,no
3,no,no,0,185.0,120,203.7,129,170.5,89,14.1,3,3,no
147,yes,yes,24,219.9,118,208.5,116,352.5,111,8.1,4,3,no
163,no,no,0,122.5,70,221.4,92,187.5,88,10.4,6,0,no
136,yes,no,0,199.2,122,214.7,114,150.9,105,11.8,7,1,no
92,no,yes,23,167.4,83,258.6,129,116.4,110,11.2,3,4,no
131,no,no,0,103.5,105,174.1,103,248.2,95,11.7,2,5,yes
140,no,yes,27,176.0,141,201.3,143,167.9,93,7.1,5,3,no
106,yes,no,0,204.0,84,168.5,61,164.0,102,13.3,3,3,yes
73,no,no,0,183.4,80,242.0,115,201.4,100,7.5,3,4,no
222,no,no,0,256.6,119,230.8,98,236.0,97,12.2,5,1,yes
101,no,no,0,174.9,105,262.0,75,210.0,93,8.5,5,1,no
94,no,no,0,157.9,105,155.0,101,189.6,84,8.0,5,4,yes
135,no,no,0,191.7,125,284.2,100,211.7,87,12.5,2,0,no
86,no,yes,33,253.1,112,210.1,94,95.0,98,11.9,4,3,no
160,no,yes,33,137.0,100,203.5,82,218.7,64,5.8,4,2,no
93,no,no,0,120.6,104,205.5,95,182.5,107,9.6,6,2,no
62,no,yes,33,186.4,84,201.0,136,286.7,103,11.1,3,2,yes
103,no,yes,29,211.6,111,237.9,84,209.4,93,14.0,7,2,no
87,no,no,0,136.3,97,172.2,108,137.5,101,7.1,5,0,no
118,no,no,0,297.2,113,188.8,114,188.9,100,12.4,6,1,yes
161,no,no,0,252.3,120,243.8,98,284.4,96,9.2,2,1,yes
135,no,no,0,151.7,82,119.0,105,180.0,100,10.5,6,0,no
115,yes,no,0,251.3,69,252.5,96,118.3,112,9.9,1,3,yes
56,no,no,0,137.2,111,165.9,119,182.3,72,14.3,4,1,no
105,no,no,0,119.3,82,185.1,111,157.0,74,10.9,4,2,no
63,no,no,0,81.7,105,203.0,66,181.2,109,12.9,3,2,no
181,no,no,0,143.3,91,195.5,58,223.3,95,6.0,7,1,no
79,no,yes,34,103.7,100,236.3,78,256.6,102,14.8,4,2,no
91,no,no,0,153.0,123,141.1,127,171.5,76,10.3,15,1,yes
160,no,no,0,118.9,106,163.5,75,195.0,131,13.1,4,0,no
110,no,yes,37,227.9,80,101.9,141,188.1,110,5.1,6,0,no
86,no,no,0,150.5,92,120.3,95,271.2,96,9.0,2,1,no
80,no,yes,22,196.4,115,150.3,109,176.2,75,9.3,1,0,no
117,no,no,0,181.5,95,205.1,88,204.0,82,14.7,9,2,no
48,no,no,0,210.8,84,189.6,98,157.6,99,16.4,3,2,no
116,no,no,0,63.7,101,195.8,95,210.1,87,10.0,6,1,no
45,no,no,0,142.4,107,318.7,78,224.1,108,11.1,7,1,no
103,no,yes,40,140.3,52,245.6,114,111.7,86,11.1,6,1,no
129,no,no,0,207.7,75,191.3,116,226.7,98,11.6,6,2,no
112,no,no,0,115.8,108,243.3,111,184.6,78,13.1,5,1,no
166,no,yes,32,148.4,86,170.6,119,201.5,124,11.3,12,1,no
93,no,no,0,152.4,74,274.6,88,252.2,120,6.6,5,3,no
143,no,yes,22,141.8,116,167.3,99,178.1,130,7.8,3,1,no
103,no,yes,36,87.2,92,169.3,110,166.7,80,10.9,5,6,yes
101,no,no,0,0.0,0,192.1,119,168.8,95,7.2,4,1,no
88,no,yes,17,219.5,78,222.1,94,188.3,92,16.1,5,1,no
172,no,no,0,212.0,121,31.2,115,293.3,78,12.6,10,3,no
117,no,no,0,184.8,83,248.6,101,133.1,113,9.6,8,1,no
123,no,no,0,211.0,92,217.0,102,214.8,104,9.8,7,3,no
133,no,no,0,113.3,137,160.2,103,228.8,98,10.1,7,2,no
96,no,no,0,97.6,98,105.5,118,220.2,105,11.6,9,1,no
110,no,no,0,185.1,100,165.1,88,111.6,104,6.3,4,3,no
98,no,no,0,207.0,94,256.3,64,137.6,60,10.4,4,2,no
84,no,yes,42,214.3,112,188.2,107,333.5,117,11.3,10,0,no
177,no,yes,29,189.0,91,303.1,96,163.6,116,15.7,1,3,no
146,yes,no,0,204.4,135,219.1,90,222.7,114,10.5,6,3,no
87,yes,no,0,207.8,113,182.2,129,163.4,98,13.0,3,1,no
127,yes,no,0,176.9,110,167.9,100,182.2,138,7.7,2,1,yes
116,no,no,0,201.8,82,231.5,95,226.1,130,16.5,5,0,no
70,no,no,0,232.8,95,303.4,111,255.6,104,12.9,7,0,yes
102,no,yes,18,144.4,76,160.7,97,200.8,101,9.3,4,0,no
85,no,no,0,209.8,82,194.5,94,200.4,85,11.3,3,0,no
137,no,no,0,155.5,81,133.1,94,253.1,77,9.1,2,1,no
113,no,no,0,156.0,141,256.8,72,175.3,123,11.9,5,2,no
41,no,yes,41,207.3,95,137.3,120,115.7,74,5.9,3,1,no
80,no,no,0,322.3,113,222.0,95,162.8,123,6.7,8,0,yes
98,no,no,0,165.0,129,202.6,113,172.3,94,12.5,7,1,yes
102,no,no,0,271.1,80,172.0,133,169.2,105,10.3,5,1,no
171,no,no,0,231.2,135,188.7,74,206.9,124,12.3,1,1,no
112,no,no,0,101.1,119,214.4,67,179.5,112,10.3,5,2,no
37,no,no,0,271.7,112,155.1,96,199.5,97,6.6,4,3,no
94,no,no,0,114.4,115,183.9,79,205.2,78,5.9,2,3,no
102,no,no,0,144.4,87,266.5,128,217.6,59,7.1,7,0,no
94,yes,no,0,243.2,109,147.0,88,94.9,99,7.2,4,4,no
133,no,yes,39,239.9,107,253.8,77,128.7,85,6.7,3,5,no
157,no,no,0,152.7,105,257.5,80,198.1,93,9.4,4,1,no
108,no,no,0,178.3,137,189.0,76,129.1,102,14.6,5,0,no
105,no,no,0,98.2,103,140.3,91,140.2,106,13.9,1,1,no
53,no,no,0,198.3,100,304.2,93,131.5,85,9.2,5,2,no
122,no,yes,45,147.8,85,147.4,93,203.5,110,14.0,5,1,no
82,no,no,0,202.9,96,234.2,105,217.4,123,10.1,3,4,no
100,no,no,0,303.0,93,175.6,89,135.2,102,10.4,5,1,yes
49,no,no,0,119.3,117,215.1,109,178.7,90,11.1,1,1,no
108,no,yes,34,162.1,83,171.8,117,259.8,76,9.6,3,4,yes
160,no,no,0,97.5,113,268.1,69,255.3,62,13.2,4,3,no
58,no,yes,47,151.1,117,137.4,103,172.6,99,9.2,8,1,no
147,no,yes,35,110.8,123,199.2,81,212.9,77,8.9,4,2,no
90,no,no,0,205.7,138,161.9,83,269.7,104,12.5,6,2,no
20,no,no,0,131.5,64,161.8,124,158.6,106,14.8,5,0,no
72,no,no,0,253.0,73,219.3,78,210.8,89,9.8,4,0,no
145,no,no,0,158.8,120,352.1,145,177.6,140,6.2,6,2,no
102,no,no,0,69.7,85,226.5,107,128.5,104,11.1,2,2,no
174,no,no,0,192.1,97,169.9,94,166.6,54,11.4,4,1,no
87,yes,yes,40,221.6,79,157.1,74,222.4,124,11.5,3,1,no
103,no,no,0,147.3,81,158.4,88,193.8,103,11.0,3,2,no
126,no,no,0,228.7,102,168.7,99,223.5,100,11.8,4,1,no
68,no,no,0,222.1,107,199.4,102,162.4,107,9.4,3,2,no
66,no,no,0,241.7,112,251.6,78,105.0,82,11.3,2,2,no
59,no,no,0,155.5,92,192.3,104,123.3,106,10.5,3,4,yes
58,no,yes,22,224.1,127,238.8,85,174.2,86,11.5,7,2,no
130,no,no,0,154.0,95,205.9,106,233.7,75,12.9,1,1,no
115,no,yes,16,133.3,110,185.7,111,161.5,113,5.6,4,2,no
77,no,no,0,245.2,87,254.1,83,239.4,91,7.5,4,0,yes
134,no,yes,32,80.3,94,199.9,124,170.8,117,16.6,3,0,no
128,yes,yes,18,222.1,89,160.6,109,218.8,102,13.6,2,0,yes
127,no,no,0,220.2,108,188.4,124,172.7,113,11.7,3,2,no
74,no,yes,25,234.4,113,265.9,82,241.4,77,13.7,4,0,no
72,no,no,0,166.5,102,261.0,103,262.7,85,13.3,5,0,no
107,no,no,0,103.4,94,189.3,125,227.2,125,14.4,3,1,no
66,no,yes,26,254.9,108,243.2,135,190.8,95,5.4,3,2,no
162,no,no,0,220.6,117,155.2,121,186.7,89,10.5,11,1,no
40,no,no,0,146.4,105,196.4,143,235.6,123,9.4,3,3,no
144,yes,no,0,150.0,69,285.9,73,190.6,121,9.4,15,0,no
122,no,no,0,216.5,60,250.3,140,247.0,99,5.7,6,2,no
94,no,no,0,207.0,109,167.4,80,238.2,117,2.6,6,1,no
87,no,no,0,177.2,72,248.9,105,200.8,87,8.6,7,3,no
99,yes,no,0,197.2,127,156.0,92,204.1,99,9.9,6,4,no
78,no,no,0,139.2,140,191.4,113,286.5,125,11.8,3,3,no
138,no,yes,29,190.1,87,223.2,123,256.2,130,14.2,6,0,no
163,no,no,0,223.0,120,227.0,98,188.3,125,8.8,5,1,no
125,no,no,0,131.8,97,136.7,100,308.2,119,7.7,6,2,no
67,no,no,0,260.4,107,208.2,104,207.9,115,10.0,2,6,no
132,no,yes,36,201.9,93,156.3,75,131.3,92,13.7,5,0,no
90,no,no,0,157.9,72,234.0,93,210.0,86,12.2,5,2,no
81,no,yes,24,130.1,117,196.0,61,139.3,123,11.4,5,0,no
144,no,yes,48,189.8,96,123.4,67,214.2,106,6.5,2,2,yes
108,no,no,0,103.0,129,242.3,103,170.2,89,7.9,3,1,no
149,no,no,0,237.6,79,192.4,107,207.4,111,9.1,9,0,no
78,no,no,0,252.9,93,178.4,112,263.9,105,9.5,7,3,no
152,no,yes,20,214.6,108,96.6,82,170.7,145,7.9,5,1,no
109,no,no,0,150.6,106,147.4,108,173.2,109,9.5,5,1,no
126,no,yes,31,278.0,88,253.2,65,223.2,114,8.7,4,0,no
141,no,no,0,77.8,123,144.4,119,75.3,65,5.7,7,1,no
56,no,no,0,221.9,112,278.2,122,288.1,85,7.1,5,0,yes
153,no,yes,31,218.5,130,134.2,103,118.9,105,9.4,6,0,no
55,no,no,0,286.7,100,134.4,121,192.9,122,6.9,5,2,no
76,no,yes,35,273.7,94,153.3,101,259.0,109,3.8,3,0,no
109,no,yes,29,111.2,90,263.5,98,224.7,128,9.0,6,6,yes
136,no,yes,31,143.1,88,236.6,65,227.8,120,11.4,5,2,no
51,no,no,0,169.3,111,139.5,69,197.0,87,12.0,3,0,no
155,no,no,0,223.8,109,233.4,68,201.6,111,8.8,8,1,no
24,no,yes,41,187.1,80,286.1,77,188.0,107,10.4,2,1,no
133,no,no,0,207.1,106,283.5,124,65.2,107,10.5,2,3,no
185,no,yes,29,151.1,121,244.7,88,154.4,91,13.8,2,2,no
89,no,no,0,303.9,95,260.9,114,312.1,89,5.3,3,1,yes
138,no,no,0,241.8,93,170.5,83,295.3,104,11.8,7,3,no
99,no,no,0,222.4,102,185.8,89,237.7,81,12.0,8,2,no
123,no,yes,39,270.4,99,245.1,110,108.9,113,15.4,7,1,no
93,no,no,0,271.1,101,237.4,133,145.4,103,8.4,6,1,yes
109,no,yes,46,217.5,123,233.7,84,163.9,99,9.0,3,4,no
103,no,no,0,174.7,151,148.0,56,168.2,109,15.8,3,6,yes
111,no,no,0,226.3,82,178.9,101,181.5,90,8.9,4,0,no
79,no,no,0,220.9,107,192.2,97,161.0,74,12.2,2,1,no
94,no,no,0,142.3,50,231.5,142,205.6,79,5.5,3,1,no
136,no,no,0,250.2,121,267.1,118,151.0,114,13.0,2,1,yes
107,yes,no,0,133.3,106,182.9,89,241.1,123,12.9,2,3,yes
84,no,no,0,289.1,100,233.8,97,223.5,148,12.7,2,2,yes
51,no,no,0,176.7,129,218.9,125,183.9,51,9.1,4,0,no
109,no,yes,27,166.9,85,221.2,92,197.3,97,12.3,4,1,yes
139,no,no,0,134.4,106,211.3,98,193.6,125,10.2,2,5,yes
106,no,yes,32,165.9,126,216.5,93,173.1,86,14.1,8,4,no
41,no,no,0,102.9,114,107.9,119,277.6,99,11.0,4,6,yes
84,no,no,0,226.9,144,201.6,122,130.2,121,13.2,5,2,no
111,no,yes,36,96.8,123,170.6,105,166.0,85,13.4,4,2,no
73,no,no,0,272.4,112,252.2,91,255.4,112,10.9,5,1,yes
116,no,yes,44,230.6,94,224.1,103,244.0,76,11.1,2,0,no
92,no,yes,47,141.6,95,207.9,130,203.6,95,10.2,11,0,no
172,no,no,0,287.1,108,178.4,125,153.2,98,14.4,2,3,yes
75,no,no,0,170.7,101,193.1,126,129.1,104,6.9,7,1,no
96,no,no,0,102.1,74,93.7,88,236.2,125,14.0,2,1,no
124,no,no,0,234.4,61,179.3,111,285.5,117,10.4,6,3,no
36,no,no,0,195.5,77,156.3,108,217.8,133,7.3,2,1,no
154,no,no,0,166.9,99,154.9,97,189.4,89,7.2,5,0,no
12,no,no,0,239.7,112,221.1,122,207.3,109,11.1,3,2,no
102,no,no,0,174.5,73,213.7,114,164.7,116,10.3,5,4,no
81,no,no,0,263.8,84,162.8,107,149.7,94,8.7,6,2,no
119,no,no,0,230.4,117,225.0,101,198.5,111,7.6,6,3,no
52,no,no,0,219.0,100,148.9,110,151.8,129,11.9,8,3,no
96,no,yes,26,126.5,108,123.8,114,308.5,98,13.1,6,2,no
120,no,yes,29,244.3,140,322.3,89,166.8,83,10.6,6,0,no
71,no,yes,27,151.2,118,228.0,82,169.8,113,5.6,17,0,no
117,no,no,0,214.4,94,138.0,149,148.7,102,9.9,1,2,no
209,no,no,0,153.7,105,188.6,87,200.8,95,10.7,2,0,no
90,no,yes,39,94.8,89,219.1,91,197.4,65,11.4,5,1,no
11,no,yes,28,190.6,86,220.1,122,180.3,80,6.0,3,3,no
131,no,no,0,110.9,74,115.6,90,190.5,114,15.8,9,1,no
123,no,no,0,175.7,78,184.6,96,156.9,92,9.1,2,2,no
110,no,no,0,222.7,94,105.8,98,214.8,78,13.5,4,1,no
126,no,yes,24,58.9,125,305.5,90,158.9,73,12.1,6,0,no
132,no,yes,33,157.9,84,163.9,109,215.4,87,11.5,3,3,no
82,no,no,0,143.7,116,170.7,99,287.7,95,7.8,5,1,no
114,no,no,0,139.8,152,215.9,76,96.9,111,7.9,10,2,no
46,no,no,0,164.2,116,196.2,153,236.1,119,8.1,1,1,no
150,no,yes,27,209.8,112,155.0,80,251.5,111,7.2,6,0,no
106,no,no,0,213.9,95,151.9,70,260.1,124,12.2,5,3,no
141,no,yes,23,149.7,112,162.5,118,220.3,115,7.6,2,3,no
112,no,yes,17,120.0,94,79.5,104,214.0,94,8.7,1,1,no
120,no,no,0,192.6,123,206.4,105,283.2,93,10.8,3,1,no
146,no,no,0,157.4,89,196.0,117,147.7,150,10.8,4,0,no
99,no,no,0,115.5,75,218.1,111,254.9,98,11.5,7,7,yes
63,no,no,0,261.8,69,245.0,135,202.1,94,14.7,4,0,yes
200,no,no,0,128.2,87,133.2,105,177.6,123,11.2,2,1,no
111,no,no,0,152.2,114,137.2,102,185.9,97,9.8,3,0,no
108,no,no,0,157.3,83,162.8,75,112.0,101,9.7,4,1,no
74,no,no,0,200.4,87,309.2,105,152.1,118,10.0,2,1,no
159,no,yes,15,113.9,102,145.3,146,195.2,137,11.8,9,1,no
104,no,no,0,167.6,116,219.2,112,215.9,94,11.7,2,4,no
180,no,no,0,143.3,134,180.5,113,184.2,87,10.1,4,1,no
97,no,yes,43,121.1,105,260.2,115,222.4,100,8.3,5,3,no
90,no,yes,29,185.6,106,219.7,113,152.1,120,11.1,5,2,no
141,no,yes,33,168.4,127,185.1,106,220.0,78,11.0,4,2,no
85,no,no,0,236.9,93,197.7,113,309.1,78,11.4,7,2,yes
82,no,no,0,156.0,94,295.6,118,196.9,84,14.3,3,0,no
105,no,no,0,132.3,105,144.5,89,195.5,127,5.4,3,0,no
65,no,no,0,96.0,95,117.0,82,172.9,114,6.7,3,3,no
101,no,no,0,183.9,115,255.9,101,275.0,145,10.8,11,1,no
62,no,no,0,86.3,84,238.7,99,238.4,79,12.5,1,2,no
52,yes,no,0,144.5,60,296.5,129,194.3,117,12.4,3,1,no
49,no,no,0,119.4,69,273.3,92,214.4,153,12.4,7,2,no
98,no,no,0,126.3,102,166.8,85,187.8,135,9.4,2,3,no
46,no,no,0,257.4,67,261.1,91,204.4,107,13.4,5,2,yes
66,no,no,0,145.6,105,250.9,82,156.6,102,12.2,7,1,no
63,no,no,0,211.8,84,230.9,137,217.1,99,10.7,9,3,no
118,yes,no,0,223.4,98,220.6,101,203.9,118,6.3,6,0,no
116,no,yes,35,182.8,122,212.7,119,193.8,103,11.0,2,1,no
85,no,no,0,116.9,75,183.3,109,307.4,119,10.0,8,2,no
108,no,no,0,169.6,99,264.1,87,206.3,78,9.3,4,0,no
78,yes,no,0,176.6,107,179.4,98,178.2,80,16.6,5,2,yes
64,no,no,0,168.0,116,192.4,94,166.5,98,10.1,3,2,no
104,no,no,0,225.9,123,162.8,106,272.1,85,10.1,4,1,no
173,no,no,0,154.6,81,147.3,100,132.9,99,6.9,5,0,no
129,yes,no,0,192.9,131,185.5,101,205.2,130,10.9,4,1,no
110,no,no,0,192.6,102,178.9,118,214.6,74,9.4,4,1,no
141,no,yes,32,322.4,92,283.2,107,209.5,111,6.7,3,1,yes
137,no,no,0,144.0,90,181.6,100,128.1,93,12.3,2,0,no
127,yes,no,0,324.3,107,141.6,90,207.6,90,12.8,7,1,yes
65,no,no,0,144.3,109,331.3,89,155.3,69,11.8,15,3,no
127,no,yes,33,180.5,94,241.9,107,225.4,113,7.4,2,1,no
137,no,no,0,75.8,107,256.9,98,204.4,118,10.5,3,2,no
49,no,no,0,189.9,104,247.4,120,159.8,113,10.1,6,1,no
109,no,no,0,153.1,102,234.1,77,329.2,74,9.9,9,3,no
57,no,yes,37,201.2,76,280.1,122,154.2,110,11.8,1,1,no
121,no,yes,28,110.0,94,141.5,76,237.3,87,6.4,3,2,no
126,no,no,0,150.8,105,157.1,85,210.0,102,10.7,3,0,no
176,no,yes,23,283.2,130,162.6,74,177.7,104,7.2,6,1,no
145,no,yes,10,190.7,100,177.7,114,167.3,100,12.8,2,0,no
121,no,yes,26,170.4,91,254.5,90,219.6,122,15.1,5,0,no
117,no,no,0,234.8,118,211.7,112,147.0,97,7.5,3,2,no
172,no,no,0,203.9,109,234.0,123,160.7,65,17.8,4,4,no
101,no,no,0,248.6,102,174.9,93,207.2,86,6.1,3,3,no
50,no,no,0,154.7,102,298.0,108,210.2,95,11.1,3,0,no
53,no,no,0,143.8,102,199.6,124,177.8,65,7.8,4,1,no
136,no,no,0,269.8,106,228.8,101,257.5,106,10.1,8,1,yes
24,yes,no,0,230.5,126,184.7,128,159.1,152,10.6,3,1,no
85,no,no,0,133.3,107,185.0,101,289.0,99,9.1,4,3,no
121,no,no,0,215.6,74,192.9,98,144.0,103,10.1,4,5,no
173,no,yes,21,232.4,96,211.9,118,273.0,102,5.0,5,3,no
70,no,no,0,134.7,96,235.9,90,260.2,113,7.6,6,3,no
99,no,no,0,201.5,103,124.2,120,239.9,56,11.5,3,0,no
109,yes,yes,26,217.2,138,145.5,111,280.7,76,9.3,3,0,no
119,no,no,0,153.2,131,116.6,85,218.5,74,10.1,5,1,no
100,yes,no,0,159.9,94,179.9,95,154.4,102,11.6,2,2,yes
110,no,no,0,18.9,92,258.4,81,109.6,74,14.8,4,1,no
98,no,no,0,189.8,113,271.5,111,218.9,96,13.0,5,1,no
16,no,no,0,144.8,84,164.9,141,231.5,75,8.2,4,2,no
139,no,yes,20,214.6,101,235.1,132,162.8,132,14.8,12,0,no
99,no,no,0,135.7,107,208.4,103,209.0,95,8.8,3,7,yes
69,no,yes,27,188.4,104,320.6,128,161.7,120,9.7,7,1,no
137,no,no,0,147.2,119,192.8,91,172.7,105,10.2,4,1,no
47,no,yes,30,136.5,101,174.9,74,146.4,91,10.9,3,2,no
113,no,no,0,186.0,55,237.4,105,148.1,83,12.2,6,1,no
106,no,no,0,194.8,133,213.4,73,190.8,92,11.5,7,0,no
4,yes,no,0,145.3,89,303.8,93,206.1,82,8.9,4,0,no
176,no,no,0,169.5,151,112.9,84,56.6,99,8.7,4,0,no
84,no,yes,38,193.0,106,153.6,106,260.4,87,7.4,5,2,no
114,yes,yes,28,136.4,93,170.0,90,191.5,73,14.6,4,2,yes
40,yes,no,0,170.7,55,179.1,108,281.9,89,8.2,9,3,no
122,no,no,0,158.2,95,178.5,113,154.3,76,8.5,5,2,no
67,no,yes,20,230.6,40,189.1,58,162.2,115,9.4,2,1,no
56,no,no,0,222.9,100,145.2,110,170.6,129,5.6,8,1,no
133,yes,no,0,127.3,108,251.3,81,135.0,88,10.3,3,1,no
74,no,no,0,314.1,86,222.4,99,259.0,121,12.3,5,3,yes
63,yes,no,0,62.9,112,202.9,111,259.0,58,8.9,8,1,no
128,no,yes,32,222.9,136,262.0,80,191.4,101,10.8,4,0,no
142,no,no,0,245.1,66,144.6,109,227.3,112,3.1,4,1,no
74,no,no,0,298.1,112,201.3,100,214.7,88,9.7,4,2,yes
107,no,yes,22,281.1,83,143.7,130,239.4,128,11.2,9,1,no
46,no,no,0,90.4,108,276.2,77,146.5,111,12.7,2,1,no
75,no,no,0,111.7,121,237.3,119,253.5,110,13.1,6,1,no
113,no,yes,30,208.9,87,145.2,89,198.2,77,14.9,5,2,no
102,no,no,0,214.8,60,173.8,70,166.7,90,10.9,2,1,no
94,no,no,0,200.2,113,128.9,116,278.9,109,10.4,5,0,no
12,yes,no,0,216.7,117,116.5,126,220.0,110,9.8,4,2,no
77,yes,no,0,323.7,106,139.2,99,204.4,89,8.5,3,6,yes
134,no,no,0,296.0,93,226.4,117,246.8,98,12.3,10,0,yes
100,no,no,0,247.8,117,130.0,95,134.3,125,6.9,2,1,no
91,yes,yes,24,93.5,112,183.4,128,240.7,133,9.9,3,0,no
126,no,no,0,226.2,88,140.3,114,208.9,110,6.4,2,0,no
48,no,no,0,171.9,98,159.0,127,139.5,101,7.6,3,2,no
125,no,no,0,140.1,132,209.6,126,264.1,77,8.0,2,1,no
124,no,no,0,151.1,123,187.4,104,255.4,93,5.3,3,1,no
98,no,yes,31,181.6,112,220.7,100,236.3,121,12.9,4,2,no
165,no,yes,39,167.4,113,172.7,94,192.6,113,9.5,4,3,no
107,no,yes,38,204.2,57,205.9,92,286.5,80,8.3,4,0,no
129,no,no,0,157.0,113,256.9,97,185.5,126,12.1,2,2,no
72,no,no,0,141.9,98,188.1,63,115.2,49,12.0,5,2,no
185,no,yes,18,103.9,112,230.0,111,155.7,119,8.5,5,0,no
48,no,no,0,240.0,88,141.0,117,128.9,137,7.1,9,1,no
138,no,yes,21,19.5,149,140.9,109,179.7,111,7.9,1,0,no
92,no,yes,21,227.8,107,156.4,70,259.7,72,12.4,3,0,no
127,no,no,0,239.8,107,128.9,121,249.9,110,11.3,5,1,no
70,no,no,0,208.7,97,275.5,83,182.5,122,8.0,3,2,no
185,no,yes,31,189.8,126,163.3,133,264.8,126,7.5,3,1,no
88,no,no,0,113.7,67,165.1,127,141.5,142,10.8,3,1,no
82,no,no,0,313.6,110,263.2,104,139.0,93,7.5,5,1,yes
69,no,no,0,167.4,105,121.5,142,209.3,83,16.0,2,1,no
62,no,no,0,238.9,102,161.4,115,248.5,103,13.4,4,0,no
109,no,no,0,200.1,72,300.9,120,236.0,68,11.9,5,0,no
122,no,yes,37,163.0,107,312.8,118,200.0,85,11.6,5,1,no
145,no,yes,43,257.7,97,162.1,95,286.9,86,11.1,4,2,no
60,yes,yes,37,189.9,125,110.4,107,210.7,115,9.1,5,3,no
95,no,no,0,194.6,114,232.8,106,173.4,92,3.8,2,3,no
101,yes,yes,35,181.0,88,222.5,113,217.8,103,11.1,3,1,no
95,no,no,0,184.2,95,181.6,101,143.4,113,12.8,4,2,no
127,no,no,0,139.6,94,240.9,112,127.1,88,8.8,4,2,no
80,no,no,0,106.5,116,104.8,67,183.2,124,8.2,5,1,no
204,no,no,0,174.3,85,254.1,95,176.4,96,5.9,3,6,no
93,no,no,0,266.0,120,130.1,84,165.8,63,13.1,6,3,no
139,yes,yes,31,203.5,82,200.3,72,214.0,112,13.4,6,1,yes
73,no,no,0,94.1,136,280.3,122,205.0,77,9.8,4,0,no
69,no,no,0,185.3,91,219.1,88,243.6,107,5.5,5,0,no
140,no,no,0,149.7,71,212.5,97,245.9,67,12.6,4,3,no
122,yes,yes,40,216.4,80,249.7,90,185.9,99,12.7,4,1,no
119,no,no,0,109.2,96,153.1,80,240.0,102,9.8,5,2,no
75,no,no,0,138.5,110,153.2,86,215.6,103,11.1,7,1,no
129,no,no,0,168.4,117,217.1,129,81.6,100,11.8,7,1,no
70,no,no,0,129.9,102,208.7,133,231.4,93,14.3,3,1,no
109,yes,yes,46,165.2,85,136.0,92,184.8,100,11.9,5,1,no
87,no,no,0,221.4,69,195.2,53,120.6,91,13.7,4,1,no
121,no,no,0,168.6,121,168.6,94,95.3,59,12.3,4,1,no
6,no,no,0,226.5,93,152.1,122,164.4,98,9.4,4,3,no
200,yes,yes,29,92.2,95,200.0,101,119.1,99,5.7,1,1,yes
120,no,yes,24,212.7,73,257.5,103,227.8,119,9.7,13,2,no
77,no,no,0,189.5,112,207.0,95,214.1,91,9.2,7,0,no
114,no,no,0,202.1,100,195.7,102,291.8,120,13.3,5,2,no
179,no,no,0,116.1,101,201.8,99,181.9,103,11.6,5,0,no
122,no,no,0,184.6,88,148.8,98,309.7,58,14.3,2,3,no
35,no,yes,27,241.7,87,142.0,101,288.9,68,9.4,4,1,no
116,no,no,0,137.4,126,120.0,94,130.3,64,12.4,2,3,no
28,no,no,0,225.7,70,206.9,90,167.9,88,13.8,3,1,no
59,no,no,0,163.5,107,187.1,91,179.1,100,10.3,1,2,no
85,no,yes,27,196.4,139,280.9,90,89.3,75,13.8,4,1,no
86,no,yes,41,119.0,101,230.0,134,236.9,58,9.5,3,0,no
